date,product_name,category,quantity,price,stock,temperature,trend_score,day_of_week
2024-07-24,Office Chair,Furniture,1,350,18,0.8,43.4,2
2024-07-25,Protein Bars 12pk,Food,22,25,412,27.5,40.9,3
2024-07-25,MacBook Air,Electronics,1,1299,50,19.7,42.5,3
2024-07-26,Olive Oil 1L,Food,17,12,338,22.7,48.1,4
2024-07-27,Bookshelf,Furniture,1,180,53,35.1,44.2,5
2024-07-28,iPhone 15 Pro,Electronics,2,999,62,-0.2,82.0,6
2024-07-28,Organic Coffee 1kg,Food,30,18,499,34.4,42.2,6
2024-07-28,Python Crash Course,Books,6,30,87,30.2,63.7,6
2024-07-28,Clean Code,Books,6,35,86,20.5,45.5,6
2024-07-30,Python Crash Course,Books,4,30,104,-0.7,45.7,1
2024-07-31,Levi's Jeans,Clothing,9,60,203,15.0,44.1,2
2024-07-31,Python Crash Course,Books,5,30,106,19.9,67.5,2
2024-07-31,Green Tea 50pk,Food,22,8,614,17.5,65.2,2
2024-08-01,Adidas Hoodie,Clothing,7,80,199,37.0,66.8,3
2024-08-02,Atomic Habits,Books,5,18,135,29.1,39.3,4
2024-08-02,Hot Wheels 10pk,Toys,4,15,183,23.4,38.3,4
2024-08-05,Green Tea 50pk,Food,25,8,610,10.7,67.6,0
2024-08-05,Puzzle 1000pc,Toys,4,25,121,4.3,34.2,0
2024-08-06,Clean Code,Books,4,35,120,35.7,60.7,1
2024-08-08,Olive Oil 1L,Food,29,12,354,5.0,72.7,3
2024-08-09,The Lean Startup,Books,6,22,120,-0.3,31.0,4
2024-08-09,Nerf Blaster,Toys,4,35,85,5.1,46.4,4
2024-08-09,LEGO Technic Set,Toys,4,89,42,19.2,83.1,4
2024-08-10,Atomic Habits,Books,6,18,162,26.1,42.6,5
2024-08-10,Atomic Habits,Books,7,18,162,16.2,82.2,5
2024-08-11,H&M T-Shirt,Clothing,10,25,305,37.7,46.2,6
2024-08-11,Olive Oil 1L,Food,26,12,364,13.2,56.8,6
2024-08-11,iPhone 15 Pro,Electronics,2,999,78,6.2,52.4,6
2024-08-11,Zara Jacket,Clothing,8,110,121,24.9,83.1,6
2024-08-12,Levi's Jeans,Clothing,6,60,205,25.9,51.1,0
2024-08-13,IKEA Desk,Furniture,1,250,47,5.4,56.0,1
2024-08-13,Protein Bars 12pk,Food,20,25,407,24.0,68.6,1
2024-08-14,Levi's Jeans,Clothing,7,60,185,25.3,32.5,2
2024-08-14,Deep Work,Books,5,20,141,8.4,72.0,2
2024-08-14,Office Chair,Furniture,1,350,18,0.1,30.4,2
2024-08-14,Protein Bars 12pk,Food,24,25,387,28.3,51.9,2
2024-08-17,iPad Pro,Electronics,2,899,63,2.4,64.3,5
2024-08-17,Bookshelf,Furniture,1,180,48,24.4,41.1,5
2024-08-19,Coffee Table,Furniture,1,220,34,35.5,69.1,0
2024-08-19,Nerf Blaster,Toys,3,35,70,23.5,32.4,0
2024-08-20,The Lean Startup,Books,4,22,134,37.8,74.9,1
2024-08-22,Green Tea 50pk,Food,23,8,601,22.3,57.0,3
2024-08-23,Zara Jacket,Clothing,6,110,104,34.4,34.1,4
2024-08-23,Sony Headphones,Electronics,3,349,67,9.5,47.7,4
2024-08-24,iPhone 15 Pro,Electronics,1,999,71,38.0,67.0,5
2024-08-24,iPad Pro,Electronics,2,899,50,27.3,69.2,5
2024-08-24,Office Chair,Furniture,1,350,16,36.5,52.8,5
2024-08-25,Green Tea 50pk,Food,32,8,619,8.1,64.2,6
2024-08-26,Atomic Habits,Books,5,18,139,29.6,40.9,0
2024-08-26,Deep Work,Books,5,20,130,11.5,83.0,0
2024-08-27,MacBook Air,Electronics,1,1299,25,23.9,47.2,1
2024-08-28,Samsung 4K TV,Electronics,1,799,43,10.1,34.1,2
2024-08-28,iPhone 15 Pro,Electronics,1,999,72,25.2,49.3,2
2024-08-29,Coffee Table,Furniture,1,220,27,23.5,34.6,3
2024-08-31,Bed Frame,Furniture,1,450,14,3.4,35.9,5
2024-09-01,Deep Work,Books,5,20,129,30.4,80.7,6
2024-09-02,MacBook Air,Electronics,1,1299,39,11.5,62.8,0
2024-09-02,LEGO Technic Set,Toys,3,89,59,21.6,72.7,0
2024-09-02,iPhone 15 Pro,Electronics,2,999,79,17.3,84.6,0
2024-09-03,Olive Oil 1L,Food,21,12,352,21.3,62.3,1
2024-09-05,Coffee Table,Furniture,1,220,5,22.4,78.3,3
2024-09-06,Olive Oil 1L,Food,20,12,348,23.4,67.4,4
2024-09-06,Almond Milk 1L,Food,21,4,465,35.1,79.6,4
2024-09-09,Bookshelf,Furniture,1,180,48,30.6,79.3,0
2024-09-09,H&M T-Shirt,Clothing,11,25,290,9.2,34.8,0
2024-09-11,IKEA Desk,Furniture,1,250,41,16.6,82.7,2
2024-09-11,iPad Pro,Electronics,1,899,31,32.5,32.9,2
2024-09-11,iPad Pro,Electronics,2,899,48,24.2,82.2,2
2024-09-11,Python Crash Course,Books,5,30,90,21.4,62.8,2
2024-09-12,Nerf Blaster,Toys,5,35,86,8.8,78.5,3
2024-09-12,Sony Headphones,Electronics,2,349,74,2.6,79.6,3
2024-09-13,LEGO Technic Set,Toys,3,89,48,10.1,65.0,4
2024-09-13,MacBook Air,Electronics,1,1299,11,7.1,81.0,4
2024-09-14,LEGO Technic Set,Toys,4,89,64,35.5,69.2,5
2024-09-14,Deep Work,Books,5,20,135,30.4,69.6,5
2024-09-14,Nerf Blaster,Toys,4,35,88,16.2,41.9,5
2024-09-15,Clean Code,Books,8,35,90,2.4,70.1,6
2024-09-15,Levi's Jeans,Clothing,11,60,206,28.5,75.7,6
2024-09-15,Puzzle 1000pc,Toys,4,25,108,24.8,43.7,6
2024-09-15,Samsung 4K TV,Electronics,2,799,45,26.2,81.2,6
2024-09-16,Atomic Habits,Books,5,18,143,11.3,31.6,0
2024-09-16,Hot Wheels 10pk,Toys,3,15,194,11.4,67.6,0
2024-09-16,IKEA Desk,Furniture,1,250,39,3.3,43.6,0
2024-09-18,Deep Work,Books,4,20,112,19.6,59.5,2
2024-09-18,Samsung 4K TV,Electronics,1,799,50,-0.3,70.1,2
2024-09-19,Barbie Dreamhouse,Toys,4,120,35,25.9,57.8,3
2024-09-19,Organic Coffee 1kg,Food,24,18,501,2.0,84.5,3
2024-09-20,Nerf Blaster,Toys,4,35,84,3.5,62.6,4
2024-09-20,Clean Code,Books,3,35,91,17.4,69.1,4
2024-09-20,iPhone 15 Pro,Electronics,2,999,99,27.9,59.8,4
2024-09-21,Bed Frame,Furniture,1,450,0,16.8,55.4,5
2024-09-22,LEGO Technic Set,Toys,5,89,69,34.5,72.6,6
2024-09-22,Atomic Habits,Books,6,18,137,14.0,41.9,6
2024-09-22,Barbie Dreamhouse,Toys,4,120,45,23.5,57.0,6
2024-09-23,IKEA Desk,Furniture,1,250,22,24.6,77.7,0
2024-09-24,iPad Pro,Electronics,1,899,49,-1.4,81.2,1
2024-09-24,Almond Milk 1L,Food,22,4,433,6.7,64.3,1
2024-09-25,H&M T-Shirt,Clothing,9,25,320,29.3,69.2,2
2024-09-25,Clean Code,Books,5,35,93,8.1,58.0,2
2024-09-27,Adidas Hoodie,Clothing,8,80,194,8.8,33.5,4
2024-09-29,Almond Milk 1L,Food,26,4,470,-2.3,76.0,6
2024-09-30,Organic Coffee 1kg,Food,21,18,506,23.5,36.9,0
2024-09-30,The Lean Startup,Books,5,22,121,12.1,34.4,0
2024-09-30,Atomic Habits,Books,5,18,151,21.3,37.1,0
2024-09-30,Olive Oil 1L,Food,26,12,353,20.1,30.4,0
2024-09-30,Atomic Habits,Books,3,18,151,17.0,39.2,0
2024-09-30,iPad Pro,Electronics,2,899,39,13.9,80.8,0
2024-10-02,Samsung 4K TV,Electronics,2,799,54,-2.4,65.5,2
2024-10-02,Atomic Habits,Books,6,18,168,4.8,43.2,2
2024-10-03,Atomic Habits,Books,5,18,152,13.4,57.3,3
2024-10-04,Green Tea 50pk,Food,22,8,605,11.1,34.2,4
2024-10-04,iPad Pro,Electronics,2,899,29,30.9,44.2,4
2024-10-05,Sony Headphones,Electronics,2,349,59,33.8,65.5,5
2024-10-06,Deep Work,Books,7,20,112,21.6,76.3,6
2024-10-08,Nike Air Max,Clothing,7,120,148,29.9,33.5,1
2024-10-08,iPhone 15 Pro,Electronics,1,999,62,29.9,61.8,1
2024-10-10,Barbie Dreamhouse,Toys,3,120,49,6.8,70.8,3
2024-10-12,Nerf Blaster,Toys,4,35,77,30.6,68.9,5
2024-10-12,Atomic Habits,Books,5,18,164,25.0,76.8,5
2024-10-15,LEGO Technic Set,Toys,5,89,62,15.5,81.7,1
2024-10-16,Sony Headphones,Electronics,3,349,74,-3.9,45.1,2
2024-10-16,iPhone 15 Pro,Electronics,1,999,90,16.4,64.5,2
2024-10-16,IKEA Desk,Furniture,1,250,55,22.9,39.6,2
2024-10-17,IKEA Desk,Furniture,1,250,53,13.9,41.1,3
2024-10-18,Bookshelf,Furniture,1,180,23,17.5,78.9,4
2024-10-18,Deep Work,Books,5,20,134,22.8,53.1,4
2024-10-18,Atomic Habits,Books,7,18,158,1.1,59.2,4
2024-10-19,MacBook Air,Electronics,1,1299,32,14.3,67.4,5
2024-10-19,Deep Work,Books,6,20,144,16.1,39.3,5
2024-10-19,H&M T-Shirt,Clothing,10,25,301,-3.4,74.5,5
2024-10-20,Clean Code,Books,6,35,108,37.4,47.8,6
2024-10-20,Nike Air Max,Clothing,10,120,160,30.7,67.7,6
2024-10-20,Atomic Habits,Books,6,18,149,11.4,58.8,6
2024-10-24,Adidas Hoodie,Clothing,6,80,186,24.1,44.8,3
2024-10-24,Nike Air Max,Clothing,6,120,146,20.8,30.5,3
2024-10-24,Barbie Dreamhouse,Toys,4,120,46,35.4,71.1,3
2024-10-25,Sony Headphones,Electronics,2,349,51,24.1,39.0,4
2024-10-26,Green Tea 50pk,Food,28,8,582,0.0,32.5,5
2024-10-28,Levi's Jeans,Clothing,7,60,185,27.5,45.8,0
2024-10-28,Python Crash Course,Books,6,30,88,24.5,38.9,0
2024-10-29,Coffee Table,Furniture,1,220,2,5.0,70.6,1
2024-10-30,Protein Bars 12pk,Food,27,25,416,-3.4,77.0,2
2024-10-31,Protein Bars 12pk,Food,21,25,405,24.8,33.4,3
2024-10-31,Hot Wheels 10pk,Toys,4,15,205,22.9,31.7,3
2024-10-31,Python Crash Course,Books,6,30,88,1.4,51.6,3
2024-10-31,Olive Oil 1L,Food,21,12,334,10.7,65.9,3
2024-11-01,Clean Code,Books,5,35,93,32.7,60.3,4
2024-11-01,Atomic Habits,Books,6,18,161,9.5,72.0,4
2024-11-01,Atomic Habits,Books,6,18,159,14.6,48.7,4
2024-11-02,iPad Pro,Electronics,2,899,40,25.2,37.3,5
2024-11-02,Puzzle 1000pc,Toys,6,25,97,19.3,38.7,5
2024-11-03,Adidas Hoodie,Clothing,13,80,163,6.5,74.9,6
2024-11-04,Coffee Table,Furniture,1,220,20,19.3,47.4,0
2024-11-05,MacBook Air,Electronics,1,1299,25,7.2,66.5,1
2024-11-05,Coffee Table,Furniture,1,220,3,36.1,37.4,1
2024-11-06,IKEA Desk,Furniture,1,250,54,32.2,54.6,2
2024-11-06,H&M T-Shirt,Clothing,10,25,316,24.8,38.4,2
2024-11-06,Hot Wheels 10pk,Toys,4,15,194,36.6,70.5,2
2024-11-08,Clean Code,Books,6,35,98,20.8,41.0,4
2024-11-08,Sony Headphones,Electronics,2,349,47,23.1,31.1,4
2024-11-09,IKEA Desk,Furniture,1,250,41,17.6,47.3,5
2024-11-10,Atomic Habits,Books,7,18,169,22.6,38.2,6
2024-11-11,Nerf Blaster,Toys,3,35,74,22.9,32.8,0
2024-11-13,Deep Work,Books,6,20,110,23.3,39.7,2
2024-11-13,Levi's Jeans,Clothing,10,60,207,36.9,43.0,2
2024-11-14,Office Chair,Furniture,1,350,33,37.5,62.7,3
2024-11-14,Protein Bars 12pk,Food,14,25,398,25.5,60.2,3
2024-11-15,LEGO Technic Set,Toys,4,89,69,10.2,51.8,4
2024-11-15,Levi's Jeans,Clothing,8,60,182,17.3,73.5,4
2024-11-16,IKEA Desk,Furniture,1,250,56,4.2,37.3,5
2024-11-16,Hot Wheels 10pk,Toys,6,15,204,26.6,43.6,5
2024-11-17,Deep Work,Books,7,20,147,24.9,59.7,6
2024-11-17,The Lean Startup,Books,7,22,127,30.6,70.6,6
2024-11-18,Green Tea 50pk,Food,21,8,600,13.2,49.2,0
2024-11-19,H&M T-Shirt,Clothing,9,25,281,4.7,41.0,1
2024-11-19,The Lean Startup,Books,6,22,134,32.5,43.5,1
2024-11-19,Coffee Table,Furniture,1,220,29,0.3,79.0,1
2024-11-19,iPad Pro,Electronics,2,899,65,37.2,65.8,1
2024-11-19,H&M T-Shirt,Clothing,12,25,318,21.3,68.0,1
2024-11-20,Clean Code,Books,5,35,86,37.3,35.4,2
2024-11-21,Hot Wheels 10pk,Toys,4,15,211,17.9,82.5,3
2024-11-21,Python Crash Course,Books,6,30,97,3.3,63.6,3
2024-11-21,Samsung 4K TV,Electronics,2,799,30,10.5,66.0,3
2024-11-21,Levi's Jeans,Clothing,7,60,191,11.3,35.5,3
2024-11-23,Bookshelf,Furniture,1,180,37,11.3,83.9,5
2024-11-23,Olive Oil 1L,Food,32,12,347,16.0,61.8,5
2024-11-28,H&M T-Shirt,Clothing,8,25,282,35.3,38.7,3
2024-11-29,Adidas Hoodie,Clothing,7,80,195,23.7,49.5,4
2024-12-01,Bed Frame,Furniture,1,450,31,29.6,73.8,6
2024-12-03,Office Chair,Furniture,1,350,24,34.7,78.8,1
2024-12-03,H&M T-Shirt,Clothing,12,25,282,30.5,68.3,1
2024-12-03,Adidas Hoodie,Clothing,11,80,184,30.0,69.6,1
2024-12-04,Adidas Hoodie,Clothing,13,80,200,34.7,73.3,2
2024-12-04,Puzzle 1000pc,Toys,5,25,113,15.4,35.0,2
2024-12-05,Puzzle 1000pc,Toys,5,25,97,15.7,42.9,3
2024-12-05,LEGO Technic Set,Toys,6,89,56,8.6,49.9,3
2024-12-06,Protein Bars 12pk,Food,34,25,407,32.0,63.6,4
2024-12-06,Bed Frame,Furniture,1,450,13,35.2,84.2,4
2024-12-07,Levi's Jeans,Clothing,13,60,203,25.7,51.9,5
2024-12-07,Sony Headphones,Electronics,4,349,48,22.5,81.7,5
2024-12-07,The Lean Startup,Books,9,22,138,19.8,79.9,5
2024-12-08,Office Chair,Furniture,1,350,35,1.5,84.9,6
2024-12-10,MacBook Air,Electronics,1,1299,10,10.1,73.3,1
2024-12-11,IKEA Desk,Furniture,1,250,49,7.4,82.0,2
2024-12-11,Puzzle 1000pc,Toys,5,25,98,22.7,85.0,2
2024-12-11,Nerf Blaster,Toys,6,35,71,34.9,73.3,2
2024-12-11,Atomic Habits,Books,7,18,142,6.7,65.7,2
2024-12-13,Zara Jacket,Clothing,11,110,133,0.9,63.9,4
2024-12-13,H&M T-Shirt,Clothing,9,25,300,24.8,32.6,4
2024-12-15,Atomic Habits,Books,9,18,141,13.5,81.7,6
2024-12-15,iPad Pro,Electronics,2,899,61,27.8,56.5,6
2024-12-16,Office Chair,Furniture,1,350,5,14.8,67.9,0
2024-12-17,Olive Oil 1L,Food,29,12,361,35.5,57.5,1
2024-12-18,Barbie Dreamhouse,Toys,6,120,42,26.6,47.5,2
2024-12-18,Bed Frame,Furniture,1,450,2,20.3,73.0,2
2024-12-18,Barbie Dreamhouse,Toys,4,120,46,6.3,45.8,2
2024-12-19,Nerf Blaster,Toys,5,35,86,6.9,30.6,3
2024-12-21,H&M T-Shirt,Clothing,16,25,313,21.3,84.3,5
2024-12-25,iPad Pro,Electronics,2,899,41,25.2,39.0,2
2024-12-26,Green Tea 50pk,Food,31,8,592,-4.9,80.9,3
2024-12-26,Atomic Habits,Books,7,18,145,22.5,78.8,3
2024-12-26,Samsung 4K TV,Electronics,1,799,22,30.4,44.6,3
2024-12-27,Nike Air Max,Clothing,9,120,137,8.4,30.8,4
2024-12-27,Clean Code,Books,7,35,119,13.0,36.3,4
2024-12-27,Sony Headphones,Electronics,4,349,78,33.9,56.7,4
2024-12-28,Zara Jacket,Clothing,14,110,123,21.0,51.8,5
2024-12-29,Hot Wheels 10pk,Toys,6,15,185,17.2,36.9,6
2024-12-29,Zara Jacket,Clothing,15,110,133,-1.0,80.7,6
2024-12-30,Coffee Table,Furniture,1,220,32,22.0,57.3,0
2024-12-30,Deep Work,Books,6,20,133,22.6,45.2,0
